rank,Tweet
0.0016384375013263357,My wedding is in two weeks and I'm actually really nervous I just want things to go right I don't want to get sick or get canceled 
0.001635672991991337, this is so absurd I could laugh right now if I also didn't feel like crying for the future of our country despair wakeupcall
0.0016289414827029233, though lately with how bad my depression has been i feel like my body is like just taking what little it can get
0.0016262910363835158,If you think you're good to go already don't worry about it
0.001616362477773766,When your friends want to go out drinking but you know you gonna have to say no because social anxiety runs your life
0.0016138379017481296,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no Did he get stopped by the police ' sad ourworld
0.0016024361923633575,Just wish I was appreciated for all I do When is it my turn to be taken care of I want a break tired lost
0.0015996146416815762, I'm still too nervous to try it I need to man up and give it ago
0.001599012982662484, They ain't going away and I don't want to see them hurt changing heartsminds is really our only option no 
0.0015980621297553045, I was pretty sure it was a Golden Ticket Get a tour Make a mistake Something horrific will happen to you Good day sir
0.0015965788097919635,That feeling you get when you know the information but scared you might do bad on a test collegelife nervous   _emoj_disappointed_relieved_   _emoj_disappointed_relieved_ 
0.0015953942810533151,Im kind of confused  The one thing i do right now has a great future but on the other hand so does the new thing   needhelp
0.0015945892599335994,I wish I could live in y'all reality where i can grieve over people i never met To bad i got BROTHERS dying left and right 
0.0015940952822187408,And she got all angry telling me 'but what would be doing a year old guy looking for a girl like you' and I felt 
0.0015940547930404871,Just wish I was appreciated for all I do When is it my turn to be taken care of I want a break tired 
0.0015939439334925966,I can see how this will end In all its bitter tragedy I'll give you all I have to spend And you'll give nothing back to me
0.0015867236209504375,You boys dint know the game am I the game life after death better chose and know who side you on before my wrath does come upon us  _emoj_triumph_   _emoj_triumph_   _emoj_triumph_ 
0.0015854543043070512,Do you know how much it hurts to see you best friend sad
0.0015813015774424444, that's a good question I really don't know I am slowly losing my optimism
0.0015808330463084814,me myself and I   horror movie alone again tonight maybe a zombie would eat me and finish my life game already  i want gameover
0.0015807386782845986,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life  _emoj_alien_ 
0.001579983484757714,On my life I'll never understand why anyone would pay money to see  
0.001579543525618473,I believe the work I do is meaningful my clients would agree but at the end of the day I feel like a pawn lost in this chaotic world
0.0015779840820629406, One of my friends has a fear of mirrors because he tried to summon Bloody Mary and he thinks she's going to pop up any time
0.0015765228163920923,Realized I intimidate people with low Self Esteem a long time ago I only surround myself with Winners and people who know how to get money
0.0015756790467171171,  yeah I know it unless our offense can get something going That's a big if
0.0015732776853928073,I don't want the pity of my instructors but I'd like some understanding I'm truly trying despite ALL circumstances that make me discouraged
0.0015727254222444552,Halfway to work and I realize I forgot to put on underwearIt's going to be one of those days mombrain toomuchgoingon longday 
0.0015688079600245767,  Although I don't expect a trumpie to understand the difference between real things and pretend things sad
0.0015682642242575509, hard to tell in your pic My mistake then Either way nothing I said initially was about race U took it there sad ignorant
0.0015678205032133691,Haven't gotten one hour of sleep Today is going to be a fun day   _emoj_neutral_face_  
0.0015676458801340974,Honestly don't know why I'm so unhappy most of the time I just want it all to stop    itnevergoes
0.0015672425410216378,Honestly today I just felt like maybe track isn't for me sad
0.0015658965222915715,Shantosh How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such  
0.0015626289413752084, Is that pessimism or do you just want him to get another week of rest and healing
0.0015625204040459082,Don't think I'll ever get used to this alarm   _emoj_weary_   _emoj_zzz_ 
0.0015599324342082548,I know this is going to be one of those nights where it takes an Act of God to fall asleep 
0.0015593163096118078,it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts
0.0015579883359287223,Maybe I'm too cynical for my own good but I'm afraid this is the only way to understand Nigeria
0.0015570632920494476,I honestly feel nothing towards either of my parents and it's pretty depressing
0.0015564632292199194, Eric couldn't help but laugh though that made him wince in pain It hurt A lot He just wanted to sit down somewhere  
0.001555610929659586,   but at what price The near misses are too many am afraid it may translate into something else
0.0015550633905532648,Urgent need to get a new job The constant gloom of my current one is getting a bit ridiculous now
0.0015544846330490057,Honestly don't know why I'm so unhappy most of the time I just want it all to stop  unhappy depression itnevergoes
0.0015526932612147195,Body is sleepy but the mind is active So sad Have to get ready for work in minutes Damn 
0.0015524043988352399,Americans as a whole are for the most part feeling borderline despair at the very least Looking at a situation out of control
0.0015514528024986414,Thought I left that part of life behind me It's back to haunt every girl that loves me
0.0015512026534748359,Being abroad is causing me to make spontaneous decisions and not worry about things which is good but the type A part of me is fuming
0.001550838444055671,I don't get that my parents literally don't see how unhappy I been lately
0.0015505827503734622,I know this is going to be one of those nights where it takes an Act of God to fall asleep  restless
0.0015505478850519803,There's many things I don't care about and many things I do that I don't speak on because it's such a heaviness even when released
0.00154959181695027,Everything is far away because time is short no rest for the weary
0.0015490512675822201,Nothings Workingyou're feeling your life's on The Edge_Could go either way lost all reason for LivingJesusChristHealsSavesASK fatloss
0.0015482138428795555,   The problem is the time it has taken to do this means its going to be out of date already sadly
0.0015480153753415877, I've still been trying to sort through it all but I suppose I also shouldn't have had such high expectations sadness
0.0015475064893873036,Watched the movie friend request at 2am awhile ago in a dark cold night and it was one of the bad choices I've ever made nightmare   _emoj_cold_sweat_ 
0.001547177852003326,something incredibly terrible about my life is i'm years old and still suffering through group projects
0.0015463942075939591,I've realized my anxiety is at an all time high when I'm in my office I feel prisoned here and I pick up on bad energy
0.0015432735500649905, only true depression fans will get this one   _emoj_joy_   _emoj_joy_ 
0.0015423219143313113,I feel like no one is out there on Twitter  for me can anyone see what I write sadness rants
0.0015406318967295639, I wouldn't bring this up if I were you It's a very touchy subject And people get way to offended these days
0.0015394934895882801,Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy 
0.0015379348577113986,Wish I was a kid again The only stressful part was whether Gabriella and Troy would get back together or not hsm2 nightmare
0.0015368547362144271,Well I had hopes for today No go unhappy
0.0015367898766545617,  I guess It's just heartbreaking the ease with which they can kill an innocent man and get away with it 
0.0015340455310927162,How do you ever stop being afraid of someone that you live with
0.001532606925458949, sadly at least more years of this At what point will even the low info selfie lovers who voted for them say enough is enough
0.0015302880528473004, It's so sad There's always such optimism with a new year This isnot good  
0.0015293930702469348, I think sadness is felt very strongly physically and mentally  It feels like it takes over and it's hard to focus at work MHChat
