rank,Tweet
0.0018719805824387818, Good morning love Happy first day of fall Let's make some awesome autumnmemories annabailey laughter smile
0.0018367581169182535,Live simply Dream big Be grateful Give love Laugh lots  Unknown quote inspiration happy
0.00183362258214134, I hope you never go a day without something to make you smile You deserve all good things Please follow me   _emoj_heart_  ufe0f  _emoj_heart_   _emoj_heart_   _emoj_heart_   _emoj_heart_ 
0.001830346201169442, hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it
0.0018263712329827453, Good morning love Happy first day of fall Let's make some awesome autumnmemories annabailey  
0.001820254710696453,I'll find Myself smiling and even laughing at jokes that I don't even think are particularly funny and I know it's because YOU love them
0.0018142009468543263, man GREAT JOB I am more than happy over your success in a short time  Mom dad are smiling from heaven  Love you bro
0.0018061665917189949,I love seeing happy women that glow is something real
0.0018029066441704114,Quote_Soup Be happy not because everything is good but because you can see the good side of everything 
0.001802906644170411,Followback Quote_Soup Be happy not because everything is good but because you can see the good side of everything 
0.0018005214225356601,Keep smiling because life is a beautiful thing and there's so much to smile about MarilynMonroe KeepSmiling
0.0017854010776546729,As much as I want a normal little life It wouldn't suit me I'd get restless I need to just do what I want at all times to be happy   _emoj_blush_ 
0.001784054948929408,Sometimes I get to sit back and be proud of myself for pleasing Him so well
0.0017839739061794356,You know you're in love when all you can do is smile whenever you talk about how he is to someone
0.001782109347874852,Hey u never know Channel 4's version of GBBO might actually be quite good A few adverts aren't the end of the world optimism
0.0017813310628949249, I really enjoyed both episodes I had a bit of a gloomy day today but I feel a sense of inspiration from listening
0.001779386132103987,This took a melancholy turn but my point is that for all the difficulties I'm still happy Happy that I get to be who I am
0.0017790266859241549,But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters
0.001774510525921121,Always be cheerful smile often make others happy care for others help who feel helpless and vulnerable Life feels good leadership
0.001773521883240373,Ix92ve learnt that a smile and good morning goes a long way and saying thankyou goes even further  quote retweet inspire
0.0017712089710574632,You will never find someone who loved you like I did And that my love will be my revenge
0.0017708294415500706,I feel so blessed to work with the family that I nanny for   _emoj_heart_  ufe0f nothing but love appreciation makes me smile
0.001770828207989519,wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens  _emoj_aquarius_   _emoj_heart_  
