rank,Tweet
0.0005330746312617758,When you want to say something so bad but can't  furious   _emoj_triumph_ 
0.0005302129617544815,People are hurt and angry and it's hard to know what to do with that anger Remember at the end of the day we're all humans bekind
0.000528133579385599, this is so absurd I could laugh right now if I also didn't feel like crying for the future of our country despair wakeupcall
0.0005280865652450631,In  fact  sometimes i don't get furious at people who wrong me but   i get  furious at  myself  for being  a  fool
0.0005277027205117751,I'm not used to pretty girls that use curse words to express their anger I just feel like I'm a little bit surprised and turned off as well
0.0005261739792180468,Turns out 'it' wasn't even anything to be concerned about at all Im happy and a bit frustrated it took so long to get this answer
0.0005252202392194795,i hope this comes back to haunt you then maybe you would know just how it felt to be like me at my lowest
0.0005246135272054473,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison anger
0.0005241602601590141,I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE
0.0005240978969751592,You ever just find that the people around you really irritate you sometimes That's me right now   _emoj_unamused_ 
0.0005233196155701921,You sure have a lot to say about something that doesn't even concern you   _emoj_wink_ 
0.0005232739445003981,How the fuck do we live our lives admiring everybody that ever just did something to win it then be afraid to even try to do it yourself
0.0005229219857214341,Side chick's be trying to fuck u like your going to forget about your wife when your done terrible
0.0005218831786989204, yes Once I'm done with people I'm really done lying to me is the worse thing someone can do I'm a nightmare   _emoj_joy_ 
0.0005216008211376147,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome revenge
0.0005215633133536754,And she got all angry telling me 'but what would be doing a year old guy looking for a girl like you' and I felt 
0.0005209591818011811,  even if he says nothing he'll still piss some people off He's gotta decide who he wants to make angry
0.0005208631553673502,And she got all angry telling me 'but what would be doing a year old guy looking for a girl like you' and I felt offended
0.0005207692962796852, I know she did horrible shit but it wouldn't make anything better in the end but your choice
0.0005204977895323407, I was pretty sure it was a Golden Ticket Get a tour Make a mistake Something horrific will happen to you Good day sir
0.0005204066665427695,That boy so intimidated he go back and say dumb mess like that   _emoj_thinking_face_ lol boy please you know good and well
0.0005199013072437118,On my life I'll never understand why anyone would pay money to see  terrible
0.0005195586146635995,I hate when people say 'I need to talk to you or we need to talk' My anxiety immediately goes up
0.0005193983517806472,Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10 awful killme
0.0005183739027762293,The best revenge is to move on get over it and continue to succeed Never give someone the satisfaction of watching you suffer
0.0005178762700466217, I'm sorry about your loss no one should ever give you shit for taking your time to mourn No matter how long it takes
0.0005172053681807878,I sit at home so damn much that everything is starting to irritate me  I need to get out the house by myself 
0.000516844855515733,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me
0.0005168342046867003,You boys dint know the game am I the game life after death better chose and know who side you on before my wrath does come upon us  _emoj_triumph_   _emoj_triumph_   _emoj_triumph_ 
0.0005168116559410993, People will always get offended everyone's situation is different Just because we have kids doesn't mean we have to settle
0.0005165708633645461,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison 
0.0005161565272993688,I can see how this will end In all its bitter tragedy I'll give you all I have to spend And you'll give nothing back to me
0.0005160223890952539,Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv I still stand a chance optimism
0.0005153786346347188,I wish I could live in y'all reality where i can grieve over people i never met To bad i got BROTHERS dying left and right 
0.0005152844315855222,  I'd rather see KYLE from bbcan play again and THAT is saying something awful
0.0005151083455976187,Side chick's be trying to fuck u like your going to forget about your wife when your done 
0.0005140638565462029,There's always that one song which makes you turn of the radio as you'd rather sit in silence   _emoj_rage_  awful
0.0005138982699269372,I don't mean to offend anyone but literally blames everything on white people In some cases it's true but a lot of times it's not
0.0005131110340169508,Note to self  Stop laughing at things that offend you it's ok to get mad at people   NoteToSelf  mad upset
0.0005131045689294348,I wonder what would happen if I were to tell some people the truth savage uhoh angry
0.0005131030324128461,it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts
0.0005130851344942336,Just had a massive argument with my alarm today I didn't want to get up I don't know how we're going to fix this by tomorrow morning   _emoj_confused_ 
0.0005127764030944632,a good shorty has so much to offer amp it's sad that some of you niggas don't even see it when she right in front of your face and too late
0.0005127104112990558, please fire don lemonDo not let him report on anymore  protest He is horrible negative and runs away from the issue at hand
0.0005126924412341699,Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv I still stand a chance 
0.0005126521828462365,felt a bit shit getting a very high blood sugar then i remembered it's my first one above this week which is incredible for me happy
0.0005123612149286462, hard to tell in your pic My mistake then Either way nothing I said initially was about race U took it there  ignorant
0.0005121378478753532,I love my black people I really really do But  my people really do irritate the living hell outta me all cause I'm different   _emoj_expressionless_ 
0.0005119836237105436,Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10  killme
0.0005119211923845864,Can we get a shot of Lingys face at time  Pretty sure it would be more red then his hair fuming pretendinghesok ruok AFLCatsSwans
0.0005114942174922439,This brother know we know that his life was not in danger This gun law got people in this country fearing for their life White people
0.0005110988980876449,Everybody talking about 'the first day of fall' but summer '16 is never gonna die revenge 
